stock,endDate,totalRevenue,costOfRevenue,grossProfit,totalOperatingExpenses,sellingGeneralAdministrative,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome
FN,2017-06-30,1420490000,1249030000,171460000,1312956000,63926000.0,107534000,107534000,103857000.0,6742000,97115000
FN,2016-06-24,976747000,857224000,119523000,906977000,49753000.0,69770000,69770000,68232000.0,6335000,61897000
QUAD,2019-12-31,3923400000,3192200000,731200000,3810800000,409100000.0,112600000,112600000,-80100000.0,-24400000,-156300000
QUAD,2018-12-31,3985800000,3204800000,781000000,3773800000,359700000.0,212000000,212000000,27500000.0,-2400000,8500000
QUAD,2017-12-31,3951200000,3091300000,859900000,3708900000,399100000.0,242300000,242300000,108900000.0,-9200000,107200000
QUAD,2016-12-31,4329500000,3394800000,934700000,4133500000,461600000.0,196000000,196000000,57900000.0,13000000,44900000
WSTG,2019-12-31,208759000,178792000,29967000,200193000,21401000.0,8566000,8566000,9048000.0,2261000,6787000
WSTG,2018-12-31,181444000,154524000,26920000,174843000,20319000.0,6601000,6601000,5117000.0,1579000,3538000
WSTG,2017-12-31,160567000,133491000,27076000,152754000,19263000.0,7813000,7813000,8553000.0,3491000,5062000
WSTG,2016-12-31,164609000,137278000,27331000,155993000,18715000.0,8616000,8616000,8933000.0,3032000,5901000
BPRN,2019-12-31,40043000,0,40043000,26532000,24532000.0,13511000,0,12304000.0,2162000,10142000
BPRN,2018-12-31,43006000,0,43006000,24418000,22645000.0,18588000,0,17708000.0,3000000,14708000
BPRN,2017-12-31,38197000,0,38197000,22818000,21133000.0,15379000,0,14863000.0,3849000,11014000
BPRN,2016-12-31,40107000,0,40107000,23038000,21417000.0,17069000,0,16304000.0,4461000,11843000
LVGO,2019-12-31,170198000,46158000,124040000,229500000,133238000.0,-59302000,-59302000,-56639000.0,-1369000,-55270000
LVGO,2018-12-31,68431000,20269000,48162000,104272000,59142000.0,-35841000,-35841000,-33354000.0,28000,-33382000
LVGO,2017-12-31,30850000,8312000,22538000,47892000,27552000.0,-17042000,-17042000,-16919000.0,-61000,-16858000
BGS,2019-12-28,1660414000,1255317000,405097000,1419105000,145245000.0,241309000,241309000,105692000.0,29303000,76389000
BGS,2018-12-29,1700764000,1274964000,425800000,1446213000,152906000.0,254551000,254551000,222277000.0,49842000,172435000
BGS,2017-12-30,1646387000,1203429000,442958000,1370379000,149339000.0,276008000,276008000,148062000.0,-69401000,217463000
BGS,2016-12-31,1372307000,937071000,435236000,1090325000,139451000.0,281982000,281982000,177066000.0,67641000,109425000
GS,2019-12-31,35481000000,4419000000,31062000000,23658000000,15437000000.0,11823000000,0,10583000000.0,2117000000,8466000000
GS,2018-12-31,35942000000,4223000000,31719000000,22617000000,15091000000.0,13325000000,0,12481000000.0,2022000000,10459000000
GS,2017-12-31,32073000000,3773000000,28300000000,20753000000,14139000000.0,11320000000,0,11132000000.0,6846000000,4286000000
GS,2016-12-31,30608000000,3632000000,26976000000,19908000000,13774000000.0,10700000000,0,10304000000.0,2906000000,7398000000
HELE,2020-02-29,1707432000,972966000,734466000,1487068000,463231000.0,220364000,220364000,165940000.0,13607000,152333000
HELE,2019-02-28,1564151000,923045000,641106000,1362486000,400637000.0,201665000,201665000,188000000.0,13776000,168545000
HELE,2018-02-28,1478845000,867646000,611199000,1285783000,374583000.0,193062000,193062000,155438000.0,26556000,44446000
HELE,2017-02-28,1397535000,824119000,573416000,1224003000,356460000.0,173532000,173532000,155717000.0,11407000,140689000
ISBC,2019-12-31,709486000,0,709486000,407554000,371188000.0,301932000,0,286732000.0,91248000,195484000
ISBC,2018-12-31,678098000,0,678098000,389920000,357937000.0,288178000,0,270418000.0,67842000,202576000
ISBC,2017-12-31,699163000,0,699163000,401964000,369344000.0,297199000,0,280589000.0,153845000,126744000
ISBC,2016-12-31,657636000,0,657636000,346381000,315840000.0,311255000,0,299072000.0,106947000,192125000
VHC,2019-12-31,85000,0,85000,19750000,15905000.0,-19665000,-19665000,-19573000.0,-393000,-19180000
VHC,2018-12-31,63000,0,63000,25520000,20705000.0,-25457000,-25457000,-25403000.0,3000,-25406000
VHC,2017-12-31,1547000,0,1547000,18868000,14709000.0,-17321000,-17321000,-17275000.0,3000,-17278000
VHC,2016-12-31,1550000,884000,666000,30055000,25016000.0,-28505000,-28505000,-28436000.0,133000,-28569000
ARL,2019-12-31,45657000,25694000,19963000,59378000,20305000.0,-13721000,-13721000,-21743000.0,0,-15958000
ARL,2018-12-31,122469000,59587000,62882000,107071000,24814000.0,15398000,15398000,183902000.0,1210000,173699000
ARL,2017-12-31,126530000,64091000,62439000,108793000,19023000.0,17737000,17737000,-8696000.0,180000,-8431000
ARL,2016-12-31,120156000,62950000,57206000,105029000,18294000.0,15127000,15127000,-2363000.0,46000,-2732000
SFL,2019-12-31,456048000,134434000,321614000,258217000,10203000.0,197831000,197831000,89177000.0,0,89177000
SFL,2018-12-31,416839000,128548000,288291000,239921000,9167000.0,176918000,176918000,73622000.0,0,73622000
SFL,2017-12-31,379131000,131794000,247337000,225629000,7432000.0,153502000,153502000,101209000.0,0,101209000
SFL,2016-12-31,410364000,136016000,274348000,236794000,9072000.0,173570000,173570000,146406000.0,0,146406000
FULT,2019-12-31,825703000,0,825703000,539682000,477485000.0,286021000,0,263988000.0,37649000,226339000
FULT,2018-12-31,767625000,0,767625000,523662000,466182000.0,243963000,0,232970000.0,24577000,208393000
FULT,2017-12-31,743905000,0,743905000,503502000,439731000.0,240403000,0,234454000.0,62701000,171753000
FULT,2016-12-31,697768000,0,697768000,477952000,422602000.0,219816000,0,208249000.0,46624000,161625000
STX,2019-06-28,10390000000,7458000000,2932000000,8925000000,453000000.0,1465000000,1465000000,1372000000.0,-640000000,2012000000
STX,2018-06-29,11184000000,7819000000,3365000000,9454000000,560000000.0,1730000000,1730000000,1418000000.0,236000000,1182000000
STX,2017-06-30,10771000000,7597000000,3174000000,9539000000,606000000.0,1232000000,1232000000,815000000.0,43000000,772000000
STX,2016-07-01,11160000000,8492000000,2668000000,10487000000,635000000.0,673000000,673000000,274000000.0,26000000,248000000
NSYS,2019-12-31,116333000,103757000,12576000,116109000,12352000.0,224000,224000,-819000.0,409000,-1228000
NSYS,2018-12-31,113370000,100059000,13311000,112121000,12062000.0,1249000,1249000,492000.0,326000,166000
NSYS,2017-12-31,112335000,100217000,12118000,113050000,12833000.0,-715000,-715000,-2071000.0,375000,-2446000
NSYS,2016-12-31,116621719,102781469,13840250,115990183,12608714.0,631536,631536,78774.0,35000,43774
PWOD,2019-12-31,58532000,0,58532000,37046000,30688000.0,21486000,0,18824000.0,3138000,15672000
PWOD,2018-12-31,55536000,0,55536000,36105000,29750000.0,19431000,0,17529000.0,2819000,14704000
PWOD,2017-12-31,54094000,0,54094000,34882000,27672000.0,19212000,0,17232000.0,7459000,9773000
PWOD,2016-12-31,52163000,0,52163000,32702000,25665000.0,19461000,0,17072000.0,4597000,12475000
RLGY,2019-12-31,5598000000,3156000000,2442000000,5222000000,1897000000.0,376000000,376000000,-140000000.0,-22000000,-188000000
RLGY,2018-12-31,5782000000,3282000000,2500000000,5318000000,1872000000.0,464000000,464000000,213000000.0,67000000,137000000
RLGY,2017-12-31,5810000000,3230000000,2580000000,5301000000,1905000000.0,509000000,509000000,362000000.0,-66000000,431000000
RLGY,2016-12-31,5810000000,2945000000,2865000000,5251000000,2104000000.0,559000000,559000000,361000000.0,144000000,213000000
FFWM,2019-12-31,209093000,0,209093000,130084000,98255000.0,79009000,0,79499000.0,23260000,56239000
FFWM,2018-12-31,187161000,0,187161000,123281000,95870000.0,63880000,0,60086000.0,17128000,42958000
FFWM,2017-12-31,149575000,0,149575000,96336000,79641000.0,53239000,0,50599000.0,23017000,27582000
FFWM,2016-12-31,119328000,0,119328000,80994000,70377000.0,38334000,0,38334000.0,15031000,23303000
CTSH,2019-12-31,16783000000,10634000000,6149000000,13996000000,2855000000.0,2787000000,2787000000,2485000000.0,643000000,1842000000
CTSH,2018-12-31,16125000000,9838000000,6287000000,13305000000,3007000000.0,2820000000,2820000000,2799000000.0,698000000,2101000000
CTSH,2017-12-31,14810000000,9152000000,5658000000,12257000000,2697000000.0,2553000000,2553000000,2657000000.0,1153000000,1504000000
CTSH,2016-12-31,13487000000,8108000000,5379000000,11198000000,2731000000.0,2289000000,2289000000,2358000000.0,805000000,1553000000
GT,2019-12-31,14745000000,11598000000,3147000000,14042000000,2441000000.0,703000000,703000000,177000000.0,474000000,-311000000
GT,2018-12-31,15475000000,12010000000,3465000000,14408000000,2424000000.0,1067000000,1067000000,1011000000.0,303000000,693000000
GT,2017-12-31,15377000000,11640000000,3737000000,13984000000,2341000000.0,1393000000,1393000000,878000000.0,513000000,346000000
GT,2016-12-31,15158000000,10915000000,4243000000,13382000000,2444000000.0,1776000000,1776000000,1207000000.0,-77000000,1264000000
HYT,2019-12-31,120445812,0,120445812,13408233,13408233.0,107037579,107037579,174581760.0,0,174581760
HYT,2019-08-31,128558891,0,128558891,13068757,13068757.0,115490134,115490134,90752936.0,0,90752936
HYT,2018-12-31,128558891,0,128558891,13068757,13068757.0,115490134,115490134,90752936.0,0,90752936
HYT,2018-08-31,134841086,0,134841086,14250439,14250439.0,120590647,120590647,63349003.0,0,63349003
ADS,2019-12-31,5581300000,4323400000,1257900000,4522900000,112700000.0,1058400000,1058400000,738400000.0,165800000,278000000
ADS,2018-12-31,5666600000,4040200000,1626400000,4295200000,162500000.0,1371400000,1371400000,1215000000.0,269500000,963100000
ADS,2017-12-31,5474700000,3997600000,1477100000,4246400000,159300000.0,1228300000,1228300000,1062500000.0,293300000,788700000
ADS,2016-12-31,7138100000,5518800000,1619300000,6082900000,143200000.0,1055200000,1055200000,837000000.0,319400000,515800000
STBA,2019-12-31,281828000,0,281828000,152360000,128390000.0,129468000,0,117360000.0,19126000,98234000
STBA,2018-12-31,264050000,0,264050000,139506000,114245000.0,124544000,0,123179000.0,17845000,105334000
STBA,2017-12-31,264264000,0,264264000,140316000,116272000.0,123948000,0,119405000.0,46437000,72968000
STBA,2016-12-31,233563000,0,233563000,135965000,111688000.0,97598000,0,96697000.0,25305000,71392000
OPRT,2019-12-31,542463000,80780000,542463000,359889000,361511000.0,182574000,157857000,84432000.0,22834000,61598000
OPRT,2017-12-31,226240000,98315000,226240000,224171000,224171000.0,2069000,38468000,2069000.0,12275000,-10206000
OPRT,2016-12-31,178388000,70363000,178388000,162332000,162332000.0,16056000,44830000,16056000.0,-34802000,50858000
ECPG,2019-12-31,1405789000,0,1405789000,948726000,791156000.0,457063000,457063000,201242000.0,32333000,167869000
ECPG,2018-12-31,1320557000,0,1320557000,915257000,780568000.0,405300000,405300000,156488000.0,46752000,115886000
ECPG,2017-12-31,1145802000,0,1145802000,821262000,717583000.0,324540000,324540000,131226000.0,52049000,83228000
ECPG,2016-12-31,1113435000,0,1113435000,868732000,648950000.0,244703000,244703000,57375000.0,38205000,76570000
RTIX,2019-12-31,308384000,134034000,174350000,308545000,157675000.0,-161000,-161000,-194405000.0,17237000,-211642000
RTIX,2018-12-31,280362000,139102000,141260000,273236000,119724000.0,7126000,7126000,-7391000.0,-4268000,-3123000
RTIX,2017-12-31,280349000,137277000,143072000,265601000,115009000.0,14748000,14748000,26255000.0,19349000,6906000
RTIX,2016-12-31,272865000,140516000,132349000,272731000,116125000.0,134000,134000,-17460000.0,-3061000,-14399000
SUI,2019-12-31,1251284000,484610000,766674000,954636000,108654000.0,296648000,296648000,178252000.0,873000,161553000
SUI,2018-12-31,1121410000,438489000,682921000,856640000,97151000.0,264770000,264770000,120246000.0,88000,107229000
SUI,2017-12-31,978875000,379840000,599035000,761561000,96430000.0,217314000,217314000,81683000.0,-136000,72183000
SUI,2016-12-31,830741000,354275000,476466000,670197000,73406000.0,160544000,160544000,31754000.0,283000,26315000
HY,2019-12-31,3291800000,2747900000,543900000,3239400000,491500000.0,52400000,52400000,47900000.0,11300000,35800000
HY,2018-12-31,3179100000,2678100000,501000000,3139900000,461800000.0,39200000,39200000,36600000.0,2300000,34700000
HY,2017-12-31,2885200000,2382600000,502600000,2810400000,427800000.0,74800000,74800000,93800000.0,44900000,48600000
HY,2016-12-31,2569700000,2142200000,427500000,2532900000,390700000.0,36800000,36800000,38300000.0,-4000000,42800000
DZSI,2019-12-31,306882000,205175000,101707000,308265000,61471000.0,-1383000,-1383000,-9678000.0,3585000,-13457000
DZSI,2018-12-31,282348000,190405000,91943000,275168000,48321000.0,7180000,7180000,4560000.0,1724000,2767000
DZSI,2017-12-31,247114000,163737000,83377000,246392000,44641000.0,722000,722000,-899000.0,-2072000,1071000
DZSI,2016-12-31,150304000,108394000,41910000,162384000,26452000.0,-12080000,-12080000,-13841000.0,1487000,-15326000
JCI,2019-09-30,23968000000,16275000000,7693000000,22137000000,5543000000.0,1831000000,1831000000,1056000000.0,-233000000,5674000000
JCI,2018-09-30,23400000000,15733000000,7667000000,21262000000,5219000000.0,2138000000,2138000000,1546000000.0,197000000,2162000000
JCI,2017-09-30,22835000000,15305000000,7530000000,21319000000,5707000000.0,1516000000,1516000000,1151000000.0,322000000,1611000000
JCI,2016-09-30,20837000000,15183000000,5654000000,19387000000,4046000000.0,1450000000,1450000000,1061000000.0,197000000,-868000000
TER,2019-12-31,2294965000,955136000,1339829000,1765222000,446351000.0,529743000,529743000,525772000.0,58304000,467468000
TER,2018-12-31,2100802000,880408000,1220394000,1610009000,387945000.0,490793000,490793000,467801000.0,16022000,451779000
TER,2017-12-31,2136606000,915153000,1221453000,1596689000,343791000.0,539917000,539917000,524412000.0,266720000,257692000
TER,2016-12-31,1753250000,794642000,958608000,1452688000,332441000.0,300562000,300562000,-55060000.0,-11639000,-43421000
IONS,2019-12-31,1122599000,467872000,654727000,754516000,286644000.0,368083000,368083000,346769000.0,43507000,294146000
IONS,2018-12-31,599674000,415624000,184050000,660246000,244622000.0,-60572000,-60572000,-76156000.0,-291141000,273741000
IONS,2017-12-31,514179000,374244000,139935000,482732000,108488000.0,31447000,31447000,-16763000.0,-5980000,346000
IONS,2016-12-31,372776000,342020000,30756000,390636000,48616000.0,-17860000,-17860000,-57466000.0,2934000,-60400000
HIHO,2019-03-31,14277000,10697000,3580000,14955000,4258000.0,-678000,-678000,-694000.0,-26000,-630000
HIHO,2018-03-31,19166000,12424000,6742000,17228000,4804000.0,1938000,1938000,2072000.0,512000,1550000
HIHO,2017-03-31,19603000,14033000,5570000,18842000,4809000.0,761000,761000,761000.0,236000,527000
HIHO,2016-03-31,22935000,17007000,5928000,21419000,4412000.0,1516000,1516000,1507000.0,243000,1251000
JCOM,2019-12-31,1372054000,237323000,1134731000,1088656000,796937000.0,283398000,283398000,199430000.0,-19376000,218806000
JCOM,2018-12-31,1207295000,201074000,1006221000,944071000,694627000.0,263224000,263224000,173447000.0,44760000,128687000
JCOM,2017-12-31,1117838000,172313000,945525000,869830000,651513000.0,248008000,248008000,199966000.0,60541000,139425000
JCOM,2016-12-31,874255000,147100000,727155000,626839000,441693000.0,247416000,247416000,211439000.0,59000000,152439000
BANR,2019-12-31,540860000,0,540860000,338890000,318829000.0,201970000,0,183132000.0,36854000,146278000
BANR,2018-12-31,506481000,0,506481000,320467000,292942000.0,186014000,0,165110000.0,28595000,136515000
BANR,2017-12-31,458045000,0,458045000,310065000,283378000.0,147980000,0,151264000.0,90488000,60776000
BANR,2016-12-31,445264000,0,445264000,292104000,262993000.0,153160000,0,129640000.0,44255000,85385000
SAVE,2019-12-31,3830536000,2504320000,1326216000,3311422000,153770000.0,519114000,519114000,436426000.0,101171000,335255000
SAVE,2018-12-31,3323034000,2221641000,1101393000,2873619000,137001000.0,449415000,449415000,204976000.0,49227000,155749000
SAVE,2017-12-31,2643552000,1694341000,949211000,2241930000,113472000.0,401622000,401622000,349686000.0,-65836000,415522000
SAVE,2016-12-31,2320021000,1415776000,904245000,1837187000,96895000.0,482834000,482834000,417257000.0,153774000,263483000
CEQP,2019-12-31,3181900000,2544900000,637000000,2980100000,239400000.0,201800000,201800000,320200000.0,300000,285100000
CEQP,2018-12-31,3654100000,3129400000,524700000,3512000000,213900000.0,142100000,142100000,67100000.0,100000,50800000
CEQP,2017-12-31,3880900000,3374700000,506200000,3798900000,232500000.0,82000000,82000000,-167400000.0,-800000,-191900000
CEQP,2016-12-31,2520500000,1925100000,595400000,2398100000,243400000.0,122400000,122400000,-191800000.0,300000,-216300000
TWLO,2019-12-31,1134468000,525447000,609021000,1488453000,571547000.0,-353985000,-353985000,-362216000.0,-55153000,-307063000
TWLO,2018-12-31,650067000,300841000,349226000,762192000,289993000.0,-112125000,-112125000,-121158000.0,791000,-121949000
TWLO,2017-12-31,399020000,182895000,216125000,464784000,161150000.0,-65764000,-65764000,-63003000.0,705000,-63708000
TWLO,2016-12-31,277335000,120520000,156815000,314291000,115845000.0,-36956000,-36956000,-40998000.0,326000,-41324000
SERV,2019-12-31,2077000000,1178000000,899000000,1785000000,578000000.0,292000000,292000000,156000000.0,27000000,128000000
SERV,2018-12-31,1900000000,1041000000,859000000,1614000000,555000000.0,286000000,286000000,-126000000.0,37000000,-41000000
SERV,2017-12-31,1755000000,962000000,793000000,1480000000,500000000.0,275000000,275000000,99000000.0,-242000000,510000000
SERV,2016-12-31,1726000000,921000000,805000000,1410000000,462000000.0,316000000,316000000,-3000000.0,-5000000,155000000
NSSC,2019-06-30,102932000,59042000,43890000,89466000,23212000.0,13466000,13466000,13445000.0,1222000,12223000
NSSC,2018-06-30,91746000,53751000,37995000,83332000,22951000.0,8414000,8414000,8333000.0,684000,7649000
NSSC,2017-06-30,87374000,51073000,36301000,80996000,23200000.0,6378000,6378000,6295000.0,696000,5599000
NSSC,2016-06-30,82513000,54929000,27584000,76190000,21261000.0,6323000,6323000,6144000.0,371000,5773000
MBIN,2019-12-31,165447000,0,165447000,60566000,47651000.0,104881000,0,102134000.0,24805000,77329000
MBIN,2018-12-31,134927000,0,134927000,49876000,39157000.0,85051000,0,84027000.0,21153000,62874000
MBIN,2017-12-31,111805000,0,111805000,33714000,25761000.0,78091000,0,77161000.0,22477000,54684000
MBIN,2016-12-31,81515000,0,81515000,25571000,17940000.0,55944000,0,54795000.0,21668000,33127000
DLPN,2019-12-31,25001867,4129874,20871993,28416437,22339603.0,-3414570,-3414570,-1611576.0,-418199,-1193377
DLPN,2018-12-31,22551339,1976968,20574371,24642916,20687144.0,-2091577,-2091577,-4003935.0,-1090614,-2913321
DLPN,2017-12-31,22413044,4369266,18043778,23107179,17483270.0,-694135,-694135,7251391.0,338867,6912524
DLPN,2016-12-31,9395625,8586241,809384,25022889,16416423.0,-15627264,-15627264,-37189679.0,0,-37189679
GWB,2019-09-30,440493000,0,440493000,220531000,200238000.0,219962000,0,215595000.0,48230000,167365000
GWB,2018-09-30,463460000,0,463460000,227056000,207885000.0,236404000,0,232035000.0,74119000,157916000
GWB,2017-09-30,430870000,0,430870000,214184000,195261000.0,216686000,0,214227000.0,69441000,144786000
GWB,2016-09-30,387756000,0,387756000,187421000,171888000.0,200335000,0,180116000.0,58863000,121253000
PACW,2019-12-31,1135191000,0,1135191000,470327000,412644000.0,664864000,0,632940000.0,164304000,468636000
PACW,2018-12-31,1144549000,0,1144549000,467002000,406339000.0,677547000,0,633317000.0,167978000,465339000
PACW,2017-12-31,1050392000,0,1050392000,440251000,380125000.0,610141000,0,554731000.0,196913000,357818000
PACW,2016-12-31,1008037000,0,1008037000,413139000,362557000.0,594898000,0,557936000.0,205770000,352166000
AUMN,2019-12-31,7730000,4388000,3342000,14125000,3614000.0,-6395000,-6395000,-5351000.0,35000,-5386000
AUMN,2018-12-31,7217000,3555000,3662000,12432000,3355000.0,-5215000,-5215000,-1932000.0,13000,-1945000
AUMN,2017-12-31,6691000,3011000,3680000,9678000,3512000.0,-2987000,-2987000,-3879000.0,13000,-3892000
AUMN,2016-12-31,6400000,2554000,3846000,12496000,3890000.0,-6096000,-6096000,-10659000.0,0,-10659000
AGYS,2020-03-31,160757000,79805000,80952000,170621000,44238000.0,-9864000,-9864000,-33866000.0,201000,-34067000
AGYS,2019-03-31,140842000,66962000,73880000,152614000,42764000.0,-11772000,-11772000,-12943000.0,221000,-13164000
AGYS,2018-03-31,127360000,62943000,64417000,137492000,42103000.0,-10132000,-10132000,-11601000.0,-3251000,-8350000
AGYS,2017-03-31,127678000,63893000,63785000,137440000,40698000.0,-9762000,-9762000,-11485000.0,236000,-11721000
TDC,2019-12-31,1899000000,933000000,966000000,1878000000,618000000.0,21000000,21000000,-13000000.0,7000000,-20000000
TDC,2018-12-31,2164000000,1133000000,1031000000,2116000000,666000000.0,48000000,48000000,27000000.0,-3000000,30000000
TDC,2017-12-31,2156000000,1128000000,1028000000,2084000000,651000000.0,72000000,72000000,58000000.0,125000000,-67000000
TDC,2016-12-31,2322000000,1124000000,1198000000,1998000000,662000000.0,324000000,324000000,221000000.0,96000000,125000000
CAPL,2019-12-31,2071425000,1916788000,154637000,2036206000,68886000.0,35219000,35219000,16846000.0,-1230000,18076000
CAPL,2018-12-31,2347988000,2175193000,172795000,2311957000,79115000.0,36031000,36031000,2513000.0,-2733000,5251000
CAPL,2017-12-31,2014890000,1854124000,160766000,1992378000,82084000.0,22512000,22512000,4939000.0,-18237000,23158000
CAPL,2016-12-31,1790269000,1634702000,155567000,1773244000,85230000.0,17025000,17025000,10262000.0,-453000,10704000
MITK,2019-09-30,84590000,12266000,72324000,78750000,47466000.0,5840000,5840000,-3988000.0,-3264000,-724000
MITK,2018-09-30,63559000,8686000,54873000,63126000,38767000.0,433000,433000,-8741000.0,3066000,-11807000
MITK,2017-09-30,45390000,4041000,41349000,40265000,25794000.0,5125000,5125000,3171000.0,-10921000,14092000
MITK,2016-09-30,34701000,3395000,31306000,30701000,19512000.0,4000000,4000000,1958000.0,-1000,1959000
RYAM,2019-12-31,1775392000,1721235000,54157000,1840466000,94519000.0,-65074000,-65074000,-148284000.0,-29676000,-22450000
RYAM,2018-12-31,1956994000,1665847000,291147000,1786071000,96644000.0,170923000,170923000,126491000.0,27040000,128416000
RYAM,2017-12-31,940416000,799663000,140753000,882820000,82600000.0,57596000,57596000,342660000.0,19233000,324964000
RYAM,2016-12-31,868731000,682573000,186158000,724261000,42827000.0,144470000,144470000,112601000.0,39315000,73286000
CR,2019-12-31,3283100000,2104100000,1179000000,2814700000,691700000.0,468400000,468400000,170700000.0,37100000,133300000
CR,2018-12-31,3345500000,2147100000,1198400000,2846800000,699700000.0,498700000,498700000,411400000.0,75900000,335600000
CR,2017-12-31,2786000000,1770900000,1015100000,2362900000,592000000.0,423100000,423100000,367500000.0,195000000,171800000
CR,2016-12-31,2748000000,1758300000,989700000,2382500000,624200000.0,365500000,365500000,164100000.0,40300000,122800000
BL,2019-12-31,288976000,58975000,230001000,317209000,215228000.0,-28233000,-28233000,-30421000.0,1725000,-32535000
BL,2018-12-31,227788000,50874000,176914000,257174000,175546000.0,-29386000,-29386000,-27704000.0,1072000,-28714000
BL,2017-12-31,175603000,41385000,134218000,205384000,140125000.0,-29781000,-29781000,-32843000.0,565000,-33408000
BL,2016-12-31,128034000,30211000,97823000,149264000,97928000.0,-21230000,-21230000,-34995000.0,-8658000,-26337000
EYE,2019-12-28,1724331000,806519000,917812000,1640062000,744488000.0,84269000,84269000,30489000.0,-2309000,32798000
EYE,2018-12-29,1536854000,713571000,823283000,1475573000,687476000.0,61281000,61281000,4868000.0,-18785000,23653000
EYE,2017-12-30,1375308000,636966000,738342000,1298900000,600010000.0,76408000,76408000,4228000.0,-38910000,43138000
EYE,2016-12-31,1196195000,544781000,651414000,1123594000,525869000.0,72601000,72601000,24977000.0,11634000,13343000
FND,2019-12-26,2045456000,1182442000,863014000,1880264000,673228000.0,165192000,165192000,150380000.0,-251000,150631000
FND,2018-12-27,1709848000,1007580000,702268000,1578547000,544822000.0,131301000,131301000,122384000.0,6197000,116187000
FND,2017-12-28,1384767000,812203000,572564000,1266996000,438308000.0,117771000,117771000,98552000.0,-4236000,102788000
FND,2016-12-29,1050759000,621497000,429262000,971130000,335901000.0,79629000,79629000,54513000.0,11474000,43039000
OSPN,2019-12-31,254570000,81962000,172608000,239295000,105400000.0,15275000,15275000,15495000.0,6706000,8789000
OSPN,2018-12-31,212280000,64813000,147467000,210378000,103994000.0,1902000,1902000,3553000.0,-293000,3846000
OSPN,2017-12-31,193291000,58777000,134514000,187099000,96394000.0,6192000,6192000,8381000.0,30780000,-22399000
OSPN,2016-12-31,192304000,61647000,130657000,182705000,88995000.0,9599000,9599000,11377000.0,863000,10514000
CCI,2019-12-31,5763000000,1986000000,3777000000,4172000000,614000000.0,1591000000,1591000000,881000000.0,21000000,860000000
CCI,2018-12-31,5370000000,1844000000,3526000000,3934000000,563000000.0,1436000000,1436000000,641000000.0,19000000,622000000
CCI,2017-12-31,4255000000,1543000000,2712000000,3210000000,426000000.0,1045000000,1045000000,392000000.0,26000000,366000000
CCI,2016-12-31,3921000000,1441000000,2480000000,2921000000,371000000.0,1000000000,1000000000,374000000.0,17000000,357000000
HCI,2019-12-31,242474000,150011000,92463000,193326000,31624000.0,49148000,49148000,36093000.0,9517000,26576000
HCI,2018-12-31,231292000,148271000,83021000,186294000,25908000.0,44998000,44998000,26902000.0,9177000,17725000
HCI,2017-12-31,244406000,205292000,39114000,242482000,25127000.0,1924000,1924000,-15624000.0,-8731000,-6893000
HCI,2016-12-31,262222000,167309000,94913000,206123000,26200000.0,56099000,56099000,46856000.0,17835000,29021000
AUPH,2019-12-31,318000,52866000,-52548000,76568000,22154000.0,-76250000,-76250000,-123702000.0,144000,-123846000
AUPH,2018-12-31,463000,41382000,-40919000,56621000,13674000.0,-56158000,-56158000,-64047000.0,73000,-64120000
AUPH,2017-12-31,418000,33930000,-33512000,47482000,12096000.0,-47064000,-47064000,-70792000.0,0,-70792000
AUPH,2016-12-31,173000,14538000,-14365000,22987000,6970000.0,-22814000,-22814000,-23295000.0,0,-23295000
AZN,2019-12-31,24384000000,4848000000,19536000000,21258000000,11380000000.0,3126000000,3126000000,1548000000.0,321000000,1335000000
AZN,2018-12-31,22090000000,4504000000,17586000000,20327000000,10790000000.0,1763000000,1763000000,1993000000.0,-57000000,2155000000
AZN,2017-12-31,22465000000,4137000000,18328000000,18779000000,9406000000.0,3686000000,3686000000,2227000000.0,-641000000,3001000000
AZN,2016-12-31,23002000000,3996000000,19006000000,19096000000,9743000000.0,3906000000,3906000000,3552000000.0,146000000,3499000000
COLB,2019-12-31,583993000,0,583993000,333775000,293777000.0,250218000,0,241611000.0,47160000,194451000
COLB,2018-12-31,552326000,0,552326000,314665000,272871000.0,237661000,0,211836000.0,38954000,172882000
COLB,2017-12-31,455000000,0,455000000,263837000,223337000.0,191163000,0,177983000.0,65155000,112828000
COLB,2016-12-31,410923000,0,410923000,248141000,210264000.0,162782000,0,149781000.0,44915000,104866000
PDLI,2019-12-31,85799000,53619000,32180000,121313000,54080000.0,-35514000,-35514000,-73740000.0,-3049000,-70411000
PDLI,2018-12-31,110517000,48460000,62057000,129805000,62559000.0,-19288000,-19288000,-55922000.0,12937000,-68859000
PDLI,2017-12-31,139989000,30537000,109452000,125931000,63324000.0,14058000,14058000,184527000.0,73826000,110748000
PDLI,2016-12-31,197701000,4065000,193636000,60241000,40328000.0,137460000,137460000,109370000.0,45711000,63606000
ADUS,2018-12-31,517847000,379843000,138004000,487328000,98843000.0,30519000,30519000,21875000.0,4498000,17503000
ADUS,2017-12-31,417585000,310119000,107466000,390519000,73737000.0,27066000,27066000,22179000.0,8645000,13681000
ADUS,2016-12-31,393556000,294593000,98963000,370062000,68822000.0,23494000,23494000,16162000.0,4099000,12160000
ADUS,2015-12-31,332506000,245492000,87014000,315452000,65243000.0,17054000,17054000,15285000.0,3932000,11623000
